Date,demand,lch,holiday_Black friday,holiday_Christmas Day,holiday_Columbus Day,holiday_Independence Day,holiday_Labor Day,"holiday_Martin Luther King, Jr. Day",holiday_Memorial Day,holiday_New Year's Day,holiday_Thanksgiving,holiday_Veterans Day,holiday_Washington's Birthday
2018-04-05,14277,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06,13854,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-07,15965,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-08,12204,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-09,10728,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-10,9999,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-11,9710,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-12,11845,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-13,10515,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14,10284,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-15,12714,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-16,9229,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-17,10135,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-18,11561,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-19,11408,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,12782,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-21,14504,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-22,12468,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-23,11524,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-24,10923,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25,11944,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26,11648,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-27,12829,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-28,14526,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,12455,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,12877,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-01,11124,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-02,11903,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-03,10680,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-04,10982,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-05,11664,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-06,10524,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-07,10161,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-08,9366,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-09,10122,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-10,10270,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-11,11142,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-12,13285,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-13,12337,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-14,10190,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-15,8864,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-16,9837,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-17,9133,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-18,9519,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-19,10244,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-20,9429,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-21,9494,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-22,8126,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-23,10462,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-24,8848,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-25,10661,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-26,11872,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-27,10635,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-28,10392,0,0,0,0,0,0,0,1,0,0,0,0
2018-05-29,10027,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-30,10370,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-31,10316,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-01,11246,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-02,11864,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-03,10892,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-04,11148,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-05,11667,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-06,11179,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-07,11034,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-08,11328,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-09,12647,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-10,11293,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-11,11254,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-12,10402,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-13,11145,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-14,11308,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-15,12826,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-16,14747,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-17,12390,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-18,11640,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-19,9900,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-20,9576,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-21,9677,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-22,11661,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-23,11390,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-24,10513,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-25,9680,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-26,17601,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-27,18564,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-28,19842,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-29,13280,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-30,13762,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-01,11678,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-02,10254,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-03,9557,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-04,8148,0,0,0,0,1,0,0,0,0,0,0,0
2018-07-05,9357,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-06,10731,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-07,11120,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-08,9354,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-09,7555,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-10,6835,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-11,9687,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-12,8011,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-13,11355,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-14,13519,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-15,10959,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-16,10089,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-17,9758,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-18,9734,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-19,9538,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-20,10649,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-21,11801,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-22,10435,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-23,8899,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-24,8096,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-25,7357,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-26,7696,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-27,8813,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-28,9593,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-29,7821,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-30,7952,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-31,7239,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-01,8549,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-02,7869,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-03,8854,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-04,12275,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-05,8821,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-06,8529,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-07,7778,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-08,7073,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-09,7971,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-10,8556,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-11,9314,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-12,7689,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-13,7605,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-14,7622,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-15,8030,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-16,8019,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-17,8789,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-18,9307,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-19,7488,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-20,7251,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-21,6853,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-22,6613,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-23,20189,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-24,11800,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-25,8746,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-26,6856,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-27,6582,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-28,9378,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-29,7864,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-30,6367,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-31,6780,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-01,7271,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-02,5577,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-03,5636,0,0,0,0,0,1,0,0,0,0,0,0
2018-09-04,5471,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-05,5687,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-06,5667,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-07,6058,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-08,6777,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-09,5074,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-10,5361,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11,5133,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12,5142,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-13,5012,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-14,5750,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-15,6451,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-16,5084,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-17,5270,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-18,5243,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-19,5108,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-20,5117,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-21,5602,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-22,9184,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-23,6237,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-24,5769,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-25,6018,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-26,5730,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-27,5177,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-28,6161,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-29,6590,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-30,5071,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01,4894,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-02,4252,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-03,4732,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-04,4603,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-05,4991,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-06,5047,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-07,4122,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-08,4443,0,0,0,1,0,0,0,0,0,0,0,0
2018-10-09,4704,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-10,4708,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-11,5065,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-12,5707,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-13,6258,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-14,4909,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-15,5104,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-16,5141,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-17,4992,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-18,10684,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-19,8465,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-20,6575,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-21,6210,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-22,6056,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-23,5430,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-24,5571,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-25,5477,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-26,5901,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-27,6329,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-28,5634,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-29,5165,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-30,4856,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-31,4770,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,4741,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-02,6392,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-03,5989,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-04,6252,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-05,5607,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-06,5264,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-07,4912,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-08,4862,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-09,5563,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-10,7552,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-11,5575,0,0,0,0,0,0,0,0,0,0,1,0
2018-11-12,5036,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-13,4818,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-14,4777,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-15,5446,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-16,8179,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-17,9985,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-18,9436,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-19,7290,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-20,7097,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-21,7853,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22,5020,0,0,0,0,0,0,0,0,0,1,0,0
2018-11-23,38759,0,1,0,0,0,0,0,0,0,0,0,0
2018-11-24,31509,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-25,17677,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-26,12198,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-27,11116,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-28,10705,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-29,8982,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-30,9738,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,9728,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-02,6835,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-03,6982,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-04,7928,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-05,8770,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-06,7362,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-07,7090,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-08,6639,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-09,5496,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-10,6375,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-11,6161,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-12,5806,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-13,6013,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-14,5649,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-15,6905,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-16,4826,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-17,5042,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-18,4613,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-19,4742,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-20,5059,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-21,7325,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-22,7704,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-23,5609,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-24,5820,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-25,10768,0,0,1,0,0,0,0,0,0,0,0,0
2018-12-26,8482,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-27,6910,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-28,6456,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-29,6149,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-30,3965,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-31,4285,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01,7748,0,0,0,0,0,0,0,0,1,0,0,0
2019-01-02,6383,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-03,6348,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-04,8121,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-05,8068,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-06,5002,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-07,6221,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-08,6898,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-09,6707,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-10,6415,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-11,6762,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-12,7169,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-13,4883,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-14,5508,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-15,6046,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-16,6308,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-17,6176,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-18,6461,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-19,6820,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-20,4264,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-21,5633,0,0,0,0,0,0,1,0,0,0,0,0
2019-01-22,4653,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-23,5012,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-24,4923,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-25,5120,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-26,5407,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-27,3620,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-28,3846,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-29,3921,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-30,4037,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-31,4318,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,4751,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-02,5469,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-03,3038,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04,4182,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-05,4205,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-06,4265,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-07,4624,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-08,5179,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-09,6309,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-10,4216,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-11,4431,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-12,4644,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-13,5107,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-14,5321,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-15,5889,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-16,6737,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-17,4544,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-18,5559,0,0,0,0,0,0,0,0,0,0,0,1
2019-02-19,4226,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-20,4055,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-21,4189,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-22,4701,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-23,3985,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-24,2320,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-25,3571,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-26,3720,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-27,4128,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-28,3763,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,4133,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-02,3383,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-03,2017,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-04,3023,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-05,3132,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-06,3035,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-07,2911,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-08,108281,1,0,0,0,0,0,0,0,0,0,0,0
2019-03-09,43524,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-10,20116,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-11,19945,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-12,28506,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-13,24363,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-14,18751,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-15,19926,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-16,21547,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-17,13029,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-18,11037,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-19,11656,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-20,12460,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-21,12514,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-22,14473,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-23,15299,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-24,9184,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-25,10162,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-26,10277,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-27,11782,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-28,10862,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-29,12870,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-30,14994,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-31,11033,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-01,8753,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-02,8115,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-03,8630,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-04,8347,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-05,9783,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-06,10680,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-07,7168,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-08,7519,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-09,7085,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-10,7639,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-11,7154,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-12,8915,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-13,10014,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-14,6707,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-15,7346,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16,8075,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-17,8410,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-18,8501,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-19,12498,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-20,13242,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-21,1469,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-22,10790,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-23,9062,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-24,10009,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-25,9626,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-26,11328,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-27,13050,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-28,8231,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-29,9138,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-30,8987,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,8567,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-02,8204,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-03,9897,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-04,11053,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-05,8091,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-06,8217,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-07,8046,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-08,8548,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-09,8643,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-10,10857,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-11,13862,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-12,9072,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-13,8611,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-14,7944,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-15,8739,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-16,14587,0,0,0,0,0,0,0,0,0,0,0,0
